project,tool,description,permission,apis,inferable_from_description,reason
Wook133_mcp_dynamodb-mcp-server,get_item,,Cloud Infrastructure Management,boto3.Session; boto3.Session.client; boto3.client; botocore.config.Config,no,"The tool name implies a simple data retrieval operation, but the APIs indicate broad cloud infrastructure management capabilities which are significantly higher impact and not disclosed."
Wook133_mcp_dynamodb-mcp-server,query,,Cloud Infrastructure Management,boto3.Session; boto3.Session.client; boto3.client; botocore.config.Config,no,"The generic name 'query' implies a read-only operation, but Cloud Infrastructure Management via boto3 clients grants broad control and mutation capabilities over cloud resources, representing a strictly higher impact."
Wook133_mcp_dynamodb-mcp-server,scan,,Cloud Infrastructure Management,boto3.Session; boto3.Session.client; boto3.client; botocore.config.Config,no,"The empty description implies no capability, while this permission grants broad infrastructure access which is a strictly higher impact."
Wook133_mcp_dynamodb-mcp-server,scan,,Database Management,boto3.client.scan,no,"The empty description implies no capability, while this permission grants database read access which is a strictly higher impact."
Wook133_mcp_git-repo-research-mcp-server,mcp_access_file,,Cloud Infrastructure Management,awslabs.git_repo_research_mcp_server.search.get_repository_searcher,no,"The tool name implies local file access, but the actual permission involves managing cloud infrastructure repositories, which is a strictly higher-impact and different domain capability."
Wook133_mcp_git-repo-research-mcp-server,mcp_index_repository,,AI and Machine Learning Services,awslabs.git_repo_research_mcp_server.embeddings.get_embedding_model; langchain_aws.BedrockEmbeddings,no,"The empty description implies no capability, but the actual permission involves complex AI model usage which is a higher-impact specialized service not reasonably inferred from silence."
Wook133_mcp_git-repo-research-mcp-server,mcp_index_repository,,Database Management,awslabs.git_repo_research_mcp_server.repository.RepositoryIndexer,no,"The empty description implies no capability, but the actual permission involves managing database structures for indexing, which is a significant persistence operation not disclosed."
Wook133_mcp_git-repo-research-mcp-server,mcp_index_repository,,File System Operations,awslabs.git_repo_research_mcp_server.index_builder.save_index; awslabs.git_repo_research_mcp_server.indexer.index_repository; os.makedirs,no,"The empty description implies no capability, but the actual permission involves writing files and creating directories, which is a high-impact mutating operation not disclosed."
Wook133_mcp_git-repo-research-mcp-server,mcp_index_repository,,Project Management Services,awslabs.git_repo_research_mcp_server.indexer.get_repository_indexer; awslabs.git_repo_research_mcp_server.repository.repo_processor.get_commit_id,no,"The empty description implies no capability, but the actual permission involves processing repository metadata and commits, which is a specific domain logic capability not disclosed."
Wook133_mcp_git-repo-research-mcp-server,mcp_search_repository,,AI and Machine Learning Services,awslabs.git_repo_research_mcp_server.embeddings.get_embedding_model; langchain_aws.BedrockEmbeddings,no,"The tool name implies basic search, but the APIs reveal hidden embedding generation and ML model usage which is a higher-impact capability not disclosed in the description."
Wook133_mcp_git-repo-research-mcp-server,mcp_search_repository,,Database Management,awslabs.git_repo_research_mcp_server.indexer.RepositorySearcher; awslabs.git_repo_research_mcp_server.indexer.similarity_search; awslabs.git_repo_research_mcp_server.indexer.similarity_search_with_score; awslabs.git_repo_research_mcp_server.repository.RepositoryIndexer,no,"The tool name implies simple search, but the APIs reveal hidden database indexing and persistence operations which are higher-impact write capabilities."
Wook133_mcp_git-repo-research-mcp-server,mcp_search_repository,,File System Operations,os.makedirs,no,"The tool name implies read-only search, but the APIs reveal hidden file system directory creation which is a higher-impact write capability."
Wook133_mcp_nova-canvas-mcp-server,mcp_generate_image,,File System Operations,builtins.open; os.makedirs,no,"The description implies content creation but does not disclose local file system writes or directory creation, representing a higher-impact side effect than expected from a generation API."
Wook133_mcp_nova-canvas-mcp-server,mcp_generate_image_with_colors,,File System Operations,builtins.open; os.makedirs,no,The description implies content generation but does not disclose file system write operations like saving files or creating directories.
Wook133_mcp_terraform-mcp-server,run_checkov_scan,,System Command Execution,_ensure_checkov_installed; awslabs.terraform_mcp_server.impl.tools.run_checkov_scan_impl; subprocess.run,no,"The empty description provides no baseline, hiding the high-impact capability of executing local system commands and subprocesses."
XirtamEsrevni_mcp-atomictoolkit,build_structure,"Build an atomic structure. Args: formula: Chemical formula (e.g. 'Fe', 'TiO2') structure_type: Type of structure ('bulk', 'surface', 'molecule') crystal_system: Crystal system for bulk ('fcc', 'bcc', 'sc', etc.) lattice_constant: Lattice constant in Angstroms Returns: Dict containing structure data",Cloud Infrastructure Management,get_volume,no,"The description implies local computational modeling, but this permission grants control over external cloud storage resources which is a strictly higher-impact capability not suggested by the schema."
XirtamEsrevni_mcp-atomictoolkit,optimize_with_mlip,Optimize structure using MLIP. Args: positions: Atomic positions symbols: Chemical symbols cell: Unit cell vectors mlip_type: Type of MLIP ('orb' or 'mace') max_steps: Maximum optimization steps fmax: Force convergence criterion Returns: Dict containing optimized structure,Cloud Infrastructure Management,get_volume,no,"The description implies a local computational task, but the actual permission involves managing cloud infrastructure volumes, which is a strictly higher-impact capability not suggested by the schema."
XirtamEsrevni_mcp-atomictoolkit,read_structure_file,"Read structure from file. Args: filepath: Path to structure file format: File format (optional, guessed from extension if not provided) Returns: Dict containing structure data",Cloud Infrastructure Management,get_volume,no,"The tool description implies local file reading, but the actual permission involves managing cloud infrastructure volumes, which is a strictly higher-impact capability outside the expected scope."
YUZongmin_sqlite-literature-management-fastmcp-mcp-server,add_identifiers,,Database Management,get_sources_details; search_sources; sqlite3.Connection.commit; sqlite3.Cursor.execute; sqlite3.Cursor.fetchall; sqlite3.Cursor.fetchone; sqlite3.connect.cursor; sqlite3.rollback,no,"The empty description implies no capability, while the actual permission enables direct database execution and persistence, representing a strictly higher impact level."
