project,tool,description,permission,apis,inferable_from_description,reason
optuna_optuna-mcp,plot_timeline,Return the timeline plot as an image.,File System Operations,plotly.io.to_image,no,"The description only implies returning an image, but the tool surreptitiously writes files to disk, which is an undisclosed mutation."
optuna_optuna-mcp,target_generator,Generate a plot figure based on the trial suggested by Optuna MCP. Args: trial_number: The trial number. bbox_to_anchor_y: The `bbox_to_anchor_y` stored in `params` of a `trial` suggested by Optuna MCP.,Browser Automation and Web Interaction,_subplot,no,"Description implies local plot generation, but tool performs browser automation, which is a higher-impact action beyond simple figure creation."
oraichain_ragflow-mcp,query_rag,"Queries the specified dataset in the knowledge base to retrieve an answer based on the provided query. Args: dataset_name (str): The name of the dataset to query. query (str): The question or query string to search for in the dataset. Returns: str: A dictionary containing: - ""reference"": Details of the reference data from the knowledge base, including content and source information. - ""answer"": The answer derived from the knowledge base. If the answer is not found, a message indicating this will be returned. Raises: Exception: If an error occurs during the query process, an error message is returned.",AI and Machine Learning Services,ragflow.create_chat; ragflow_sdk.Chat.create_session,no,"Description implies read-only query but APIs show creation of chat sessions, a material mutation beyond the described scope."
oraichain_ragflow-mcp,query_rag,"Queries the specified dataset in the knowledge base to retrieve an answer based on the provided query. Args: dataset_name (str): The name of the dataset to query. query (str): The question or query string to search for in the dataset. Returns: str: A dictionary containing: - ""reference"": Details of the reference data from the knowledge base, including content and source information. - ""answer"": The answer derived from the knowledge base. If the answer is not found, a message indicating this will be returned. Raises: Exception: If an error occurs during the query process, an error message is returned.",Specialized Domain Data Services,dataset.async_parse_documents; ragflow.create_dataset; ragflow.dataset.upload_documents; ragflow.list_chats; requests.request,no,"Description implies read-only query but APIs include creating datasets and uploading documents, which are mutating operations with material impact."
oxylabs_oxylabs,ai_browser_agent,The URL from which crawling will be started.,Specialized Domain Data Services,oxylabs_ai_studio.apps.browser_agent.BrowserAgent; oxylabs_ai_studio.apps.browser_agent.BrowserAgent.run_async,no,"The description implies read-only crawling but the BrowserAgent run_async can execute arbitrary browser actions including writes, which is a higher impact."
oxylabs_oxylabs,ai_search,The URL from which crawling will be started.,Browser Automation and Web Interaction,oxylabs_ai_studio.apps.ai_search.AiSearch,no,"Tool name and description imply a search/read operation only, but browser automation involves active web interaction and potential state changes, which is a strictly higher-impact capability."
pangeacyber_pangea-mcp-server,prompt_guard,,System Command Execution,guardText,no,"The description implies only text analysis and modification, but actual system command execution is a strictly higher impact (L3) capability not disclosed, creating material risk of unexpected behaviour."
pangeacyber_pangea-mcp-server,search_log,,System Command Execution,audit.search,no,"Description implies only L1 read/search, but the permission allows system command execution (L3), a higher-impact capability not disclosed and risky if exploited."
parthshr370_MCP-Servers,create_database,,Cloud Infrastructure Management,create_database,no,"Tool description implies a local database operation but actually provisions cloud infrastructure, risking unexpected costs and network exposure."
pathintegral-institute_mcp-servers_servers_gpaw-computation,check_calculation_result,"SSH to a computation server and check the result of a DFT computation. Args: output_calculation_id: The id of the calculation to be checked. project_uri: The uri of the project. A project is defined by a structure. Each project contains a list of calculations. Returns: list[TextContent | ImageContent]: The list that contains the calculation_status, log and possibly the output figure. - The TextContent object contains the calculation status and log. - If the calculation is finished, the response will contain a ImageContent object that contains the figure.",System Command Execution,config.load_ssh_config; exec_command; paramiko.AutoAddPolicy; paramiko.SSHClient; set_missing_host_key_policy; ssh_utils.execute_command_on_server,no,The ability to execute arbitrary commands on the server (exec_command) is a destructive L3 capability not disclosed by the description's limited 'check the result' action.
pathintegral-institute_mcp-servers_servers_gpaw-computation,create_new_project,Create a new project based on a given structure. Args: structure_uri: the uri of the structure with the format 'structure://{structure_id} structure_type: bulk (bulk crystal structure) or supercell (a thin film or supercell structure) Returns: The TextContext that contains the project id and a list of calculation info. The list of calculation info should contain only one item that is the initial structure information.,System Command Execution,config.load_ssh_config; exec_command; paramiko.AutoAddPolicy; paramiko.SSHClient; set_missing_host_key_policy; ssh_utils.execute_command_on_server,no,Executing commands on a remote server is a severe escalation beyond the described project creation and introduces unbounded L3 destructive potential that was not disclosed.
pathintegral-institute_mcp-servers_servers_materials-project,build_supercell,"Starting from a bulk_structure in structure_info, build a supercell structure and store it into a new structure_info Args: structure_uri: the uri of the bulk structure supercell_parameters: a dictionary containing the supercell parameters Returns: A list that contains a single element. The element is a TextContent that contains the description of the updated bulk and supercell structure.",System Command Execution,supercell_structure_data.to_folder,no,"The description only mentions storing a structure, not executing arbitrary system commands, elevating impact from L2 to L3."
