cache_entry_id,language,api_name,category,deepseek_refs,qwen_refs,deepseek_permissions,qwen_permissions
Python::supabase_mcp.tools.manager.feature_manager.execute_tool,Python,supabase_mcp.tools.manager.feature_manager.execute_tool,System Command Execution,6,7,System Command Execution,System Command Execution
Python::supercell_structure_data.to_folder,Python,supercell_structure_data.to_folder,System Command Execution,1,1,System Command Execution,System Command Execution
Python::taosrest.RestClient.execute_sql,Python,taosrest.RestClient.execute_sql,Database Management,3,3,Database Management,Database Management
Python::taosrest.execute_sql,Python,taosrest.execute_sql,Database Management,1,1,Database Management,Database Management
Python::task_manager.create_task,Python,task_manager.create_task,System Command Execution,1,1,System Command Execution,System Command Execution
Python::telethon.functions.messages.ExportChatInviteRequest,Python,telethon.functions.messages.ExportChatInviteRequest,Project Management Services,1,1,Project Management Services,Project Management Services
Python::telethon.tl.functions.messages.ExportChatInviteRequest,Python,telethon.tl.functions.messages.ExportChatInviteRequest,Project Management Services,1,1,Project Management Services,Project Management Services
Python::telnetlib.Telnet.write,Python,telnetlib.Telnet.write,System Command Execution,4,5,System Command Execution,System Command Execution
Python::timeplus_connect.client.command,Python,timeplus_connect.client.command,Cloud Infrastructure Management,2,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::timeplus_connect.client.query,Python,timeplus_connect.client.query,Database Management,1,1,Database Management,Database Management
Python::timeplus_connect.driver.binding.client.command,Python,timeplus_connect.driver.binding.client.command,Database Management,1,1,Database Management,Database Management
Python::timeplus_connect.driver.binding.query,Python,timeplus_connect.driver.binding.query,Database Management,1,1,Database Management,Database Management
Python::timeplus_connect.get_table_info,Python,timeplus_connect.get_table_info,Database Management,1,1,Database Management,Database Management
Python::tk.Tk(),Python,tk.Tk(),System Command Execution,5,6,System Command Execution,System Command Execution
Python::to_csv,Python,to_csv,File System Operations,11,8,File System Operations,File System Operations
Python::tools.get_namespaces,Python,tools.get_namespaces,System Command Execution,1,1,System Command Execution,System Command Execution
Python::tools.memory_optimization_report,Python,tools.memory_optimization_report,System Command Execution,1,3,System Command Execution,System Command Execution
Python::tos.TosClientV2.pre_signed_url,Python,tos.TosClientV2.pre_signed_url,System Command Execution,2,3,System Command Execution,System Command Execution
Python::transcribe,Python,transcribe,AI and Machine Learning Services,2,1,AI and Machine Learning Services,AI and Machine Learning Services
Python::trellis_api.TrellisClient.send_command,Python,trellis_api.TrellisClient.send_command,System Command Execution,1,1,System Command Execution,System Command Execution
Python::trigger_interrupt_with_ui,Python,trigger_interrupt_with_ui,System Command Execution,1,1,System Command Execution,System Command Execution
Python::typewrite,Python,typewrite,System Command Execution,1,1,System Command Execution,System Command Execution
Python::update_active_sessions_metric,Python,update_active_sessions_metric,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::update_cookies,Python,update_cookies,Browser Automation and Web Interaction,3,3,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::update_file,Python,update_file,Project Management Services,2,2,Project Management Services,Project Management Services
Python::update_filters_from_website,Python,update_filters_from_website,Specialized Domain Data Services,1,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::update_issue_status,Python,update_issue_status,Project Management Services,1,1,Project Management Services,Project Management Services
Python::update_repository,Python,update_repository,System Command Execution,3,3,System Command Execution,System Command Execution
Python::utils.NotebookManager.remove_notebook,Python,utils.NotebookManager.remove_notebook,File System Operations,1,1,File System Operations,File System Operations
Python::valyu.context,Python,valyu.context,System Command Execution,1,1,System Command Execution,System Command Execution
Python::vizro.Vizro._reset,Python,vizro.Vizro._reset,AI and Machine Learning Services,2,1,AI and Machine Learning Services,AI and Machine Learning Services
Python::vms_utils.get_recording_dates,Python,vms_utils.get_recording_dates,System Command Execution,1,1,System Command Execution,System Command Execution
Python::vmspy.set_image_size,Python,vmspy.set_image_size,Cloud Infrastructure Management,2,1,Cloud Infrastructure Management,Cloud Infrastructure Management
Python::vmspy.set_pixel_format,Python,vmspy.set_pixel_format,Specialized Domain Data Services,2,1,Specialized Domain Data Services,Specialized Domain Data Services
Python::voice_mode.shared.startup_initialization,Python,voice_mode.shared.startup_initialization,System Command Execution,1,1,System Command Execution,System Command Execution
Python::voice_mode.utils.services.whisper_helpers.find_whisper_server,Python,voice_mode.utils.services.whisper_helpers.find_whisper_server,System Command Execution,2,2,System Command Execution,System Command Execution
Python::wait_for_load_state,Python,wait_for_load_state,Browser Automation and Web Interaction,1,2,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::wait_heartbeat,Python,wait_heartbeat,File System Operations,1,3,File System Operations,File System Operations
Python::webbrowser.open,Python,webbrowser.open,Browser Automation and Web Interaction,13,13,System Command Execution,Browser Automation and Web Interaction
Python::webdriver.Chrome,Python,webdriver.Chrome,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::websockets.connect,Python,websockets.connect,Specialized Domain Data Services,2,2,Network Access,Specialized Domain Data Services
Python::websockets.send,Python,websockets.send,Specialized Domain Data Services,2,2,Network Access,Specialized Domain Data Services
Python::win32api.GetSystemMetrics,Python,win32api.GetSystemMetrics,System Command Execution,3,3,System Command Execution,System Command Execution
Python::win32com.client,Python,win32com.client,System Command Execution,1,1,System Command Execution,System Command Execution
Python::win32com.client.Dispatch,Python,win32com.client.Dispatch,System Command Execution,6,8,System Command Execution,System Command Execution
Python::win32com.client.Dispatch.Documents.Add,Python,win32com.client.Dispatch.Documents.Add,System Command Execution,1,1,System Command Execution,System Command Execution
Python::win32com.client.DispatchEx,Python,win32com.client.DispatchEx,System Command Execution,2,2,System Command Execution,System Command Execution
Python::win32com.client.Resize,Python,win32com.client.Resize,System Command Execution,1,1,System Command Execution,System Command Execution
Python::win32com.client.Translate,Python,win32com.client.Translate,System Command Execution,1,2,System Command Execution,System Command Execution
Python::win32com.client.dynamic.Dispatch,Python,win32com.client.dynamic.Dispatch,System Command Execution,2,2,System Command Execution,System Command Execution
Python::win32gui.FindWindow,Python,win32gui.FindWindow,System Command Execution,52,52,System Command Execution,System Command Execution
Python::window,Python,window,System Command Execution,3,2,System Command Execution,System Command Execution
Python::wm_size,Python,wm_size,System Command Execution,2,2,System Command Execution,System Command Execution
Python::worksheet,Python,worksheet,Project Management Services,1,1,Project Management Services,Project Management Services
Python::wxauto.WeChat.ChatWith,Python,wxauto.WeChat.ChatWith,System Command Execution,1,1,System Command Execution,System Command Execution
Python::yellhorn_mcp.integrations.github_integration.run_github_command,Python,yellhorn_mcp.integrations.github_integration.run_github_command,System Command Execution,1,1,System Command Execution,System Command Execution
Python::yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi,Python,yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi,Browser Automation and Web Interaction,1,1,Browser Automation and Web Interaction,Browser Automation and Web Interaction
Python::yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi.search,Python,yokatlas_py.onlisanstercihsihirbazi.YOKATLASOnlisansTercihSihirbazi.search,File System Operations,1,1,File System Operations,File System Operations
