cache_entry_id,language,api_name,hidden_api_cache_entry_refs,unique_project_cache_entry_pairs,unique_project_tool_cache_entry_triples,permissions
Python::selenium.webdriver.chrome.options.Options.add_argument,Python,selenium.webdriver.chrome.options.Options.add_argument,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.chrome.webdriver.WebDriver.quit,Python,selenium.webdriver.chrome.webdriver.WebDriver.quit,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.get,Python,selenium.webdriver.get,2,2,2,Browser Automation and Web Interaction
Python::selenium.webdriver.remote.webdriver.WebDriver.execute_script,Python,selenium.webdriver.remote.webdriver.WebDriver.execute_script,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.remote.webelement.WebElement.clear,Python,selenium.webdriver.remote.webelement.WebElement.clear,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.remote.webelement.WebElement.click,Python,selenium.webdriver.remote.webelement.WebElement.click,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.save_screenshot,Python,selenium.webdriver.save_screenshot,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.support.expected_conditions.element_to_be_clickable,Python,selenium.webdriver.support.expected_conditions.element_to_be_clickable,1,1,1,Browser Automation and Web Interaction
Python::selenium.webdriver.support.expected_conditions.presence_of_element_located,Python,selenium.webdriver.support.expected_conditions.presence_of_element_located,1,1,1,Browser Automation and Web Interaction
Python::self._get_connection(),Python,self._get_connection(),2,1,2,Database Management
Python::self._get_current_branch,Python,self._get_current_branch,2,1,2,System Command Execution
Python::self._run_applescript,Python,self._run_applescript,1,1,1,System Command Execution
Python::self.cache.set,Python,self.cache.set,4,1,4,Database Management
Python::self.client.agents.create_agent,Python,self.client.agents.create_agent,1,1,1,AI and Machine Learning Services
Python::self.db_client.execute,Python,self.db_client.execute,1,1,1,Database Management
Python::send_chat_message,Python,send_chat_message,1,1,1,File System Operations
Python::send_file,Python,send_file,1,1,1,Project Management Services
Python::send_keys,Python,send_keys,1,1,1,Browser Automation and Web Interaction
Python::send_system_msg_to_user,Python,send_system_msg_to_user,1,1,1,Cloud Infrastructure Management
Python::send_to_nrepl,Python,send_to_nrepl,1,1,1,System Command Execution
Python::send_vehicle_command,Python,send_vehicle_command,1,1,1,Database Management
Python::sendall,Python,sendall,19,3,19,System Command Execution
Python::sendline,Python,sendline,1,1,1,Browser Automation and Web Interaction
Python::serial.Serial.get_state,Python,serial.Serial.get_state,1,1,1,System Command Execution
Python::serial.Serial.read,Python,serial.Serial.read,1,1,1,System Command Execution
Python::serial.tools.list_ports.comports,Python,serial.tools.list_ports.comports,2,1,2,System Command Execution
Python::serial.tools.list_ports.list_ports,Python,serial.tools.list_ports.list_ports,2,1,2,System Command Execution
Python::serialize_mindmap_markdown,Python,serialize_mindmap_markdown,1,1,1,System Command Execution
Python::server.get,Python,server.get,1,1,1,Cloud Infrastructure Management
Python::server_close,Python,server_close,1,1,1,System Command Execution
Python::server_manager.ServerManager.get_system_stats,Python,server_manager.ServerManager.get_system_stats,1,1,1,System Command Execution
Python::service.cse().list,Python,service.cse().list,1,1,1,File System Operations
Python::service_tools.expand_service_operation_wildcard_patterns,Python,service_tools.expand_service_operation_wildcard_patterns,1,1,1,Cloud Infrastructure Management
Python::service_tools.expand_service_wildcard_patterns,Python,service_tools.expand_service_wildcard_patterns,1,1,1,Specialized Domain Data Services
Python::services.GroupService,Python,services.GroupService,1,1,1,Identity and Access Management
Python::services.dataset.create_initial_dataset,Python,services.dataset.create_initial_dataset,1,1,1,Database Management
Python::services.dataset.get_dataset_by_name,Python,services.dataset.get_dataset_by_name,1,1,1,Specialized Domain Data Services
Python::session.Session,Python,session.Session,1,1,1,System Command Execution
Python::session.commit,Python,session.commit,1,1,1,Database Management
Python::session.execute_command,Python,session.execute_command,4,1,4,System Command Execution
Python::session.get,Python,session.get,1,1,1,Specialized Domain Data Services
Python::session['process'].stdout.readline,Python,session['process'].stdout.readline,1,1,1,System Command Execution
Python::set_clipboard,Python,set_clipboard,1,1,1,System Command Execution
Python::set_default_limit,Python,set_default_limit,1,1,1,System Command Execution
Python::set_focus,Python,set_focus,1,1,1,System Command Execution
Python::set_matrix_input,Python,set_matrix_input,1,1,1,System Command Execution
Python::set_missing_host_key_policy,Python,set_missing_host_key_policy,3,3,3,System Command Execution
Python::set_real_input,Python,set_real_input,1,1,1,System Command Execution
Python::set_sort,Python,set_sort,1,1,1,Database Management
Python::set_trade_env,Python,set_trade_env,4,1,4,Financial and Blockchain Services
Python::set_value,Python,set_value,1,1,1,System Command Execution
Python::shell,Python,shell,5,3,5,System Command Execution
Python::shell.Namespace,Python,shell.Namespace,1,1,1,System Command Execution
Python::shell.send,Python,shell.send,1,1,1,System Command Execution
Python::sherlock.core.get_sherlock,Python,sherlock.core.get_sherlock,6,1,6,System Command Execution
Python::shlex.split,Python,shlex.split,2,2,2,System Command Execution
Python::show_notification,Python,show_notification,1,1,1,File System Operations
Python::signal.alarm,Python,signal.alarm,2,2,2,System Command Execution
Python::signin_logs.get_user_sign_in_logs,Python,signin_logs.get_user_sign_in_logs,1,1,1,System Command Execution
Python::similarity_search,Python,similarity_search,1,1,1,Database Management
Python::smolagents.WebSearchTool,Python,smolagents.WebSearchTool,1,1,1,System Command Execution
Python::snowflake_service.get_connection,Python,snowflake_service.get_connection,3,1,3,Database Management
Python::sock.connect,Python,sock.connect,1,1,1,System Command Execution
Python::socket.close,Python,socket.close,1,1,1,System Command Execution
Python::socket.connect,Python,socket.connect,1,1,1,File System Operations
Python::socket.socket,Python,socket.socket,13,3,13,System Command Execution
Python::socket.socket.connect,Python,socket.socket.connect,1,1,1,System Command Execution
Python::sounddevice.sd,Python,sounddevice.sd,1,1,1,System Command Execution
Python::sourcesage.knowledge.save_to_file,Python,sourcesage.knowledge.save_to_file,1,1,1,File System Operations
Python::sp_context.execute_query,Python,sp_context.execute_query,2,1,2,Specialized Domain Data Services
Python::speak.get_take_audio,Python,speak.get_take_audio,1,1,1,Database Management
Python::splunklib.client.Service.get,Python,splunklib.client.Service.get,1,1,1,Cloud Infrastructure Management
Python::splunklib.client.connect,Python,splunklib.client.connect,1,1,1,Specialized Domain Data Services
Python::splunklib.client.get,Python,splunklib.client.get,1,1,1,Cloud Infrastructure Management
Python::splunklib.client.get_splunk_connection,Python,splunklib.client.get_splunk_connection,1,1,1,Specialized Domain Data Services
Python::sql.check_postgres_version_requirement,Python,sql.check_postgres_version_requirement,1,1,1,Database Management
Python::sql_driver.execute_query,Python,sql_driver.execute_query,3,1,3,Database Management
Python::sql_driver.get_postgres_version,Python,sql_driver.get_postgres_version,1,1,1,Database Management
Python::sqlalchemy.create_engine.execute,Python,sqlalchemy.create_engine.execute,1,1,1,Database Management
Python::sqlalchemy.fetchone,Python,sqlalchemy.fetchone,1,1,1,Database Management
Python::sqlalchemy.text,Python,sqlalchemy.text,2,2,2,Database Management
Python::sqlite3.Connection.commit,Python,sqlite3.Connection.commit,5,4,5,Database Management
Python::sqlite3.Connection.cursor,Python,sqlite3.Connection.cursor,4,4,4,Database Management
Python::sqlite3.Connection.execute,Python,sqlite3.Connection.execute,1,1,1,Database Management
Python::sqlite3.Cursor.execute,Python,sqlite3.Cursor.execute,7,6,7,Database Management
Python::sqlite3.Cursor.fetchall,Python,sqlite3.Cursor.fetchall,5,4,5,Database Management
Python::sqlite3.Cursor.fetchone,Python,sqlite3.Cursor.fetchone,4,3,4,Database Management
Python::sqlite3.connect.cursor,Python,sqlite3.connect.cursor,4,3,4,Database Management
Python::sqlite3.execute_query,Python,sqlite3.execute_query,1,1,1,Database Management
Python::sqlite3.rollback,Python,sqlite3.rollback,2,1,2,Database Management
Python::sqlitecloud.connect,Python,sqlitecloud.connect,1,1,1,Database Management
Python::sqlmodel.Session.add,Python,sqlmodel.Session.add,1,1,1,Database Management
Python::sqlmodel.Session.delete,Python,sqlmodel.Session.delete,1,1,1,Database Management
Python::sqlmodel.Session.exec,Python,sqlmodel.Session.exec,1,1,1,Database Management
Python::sqlmodel.Session.get,Python,sqlmodel.Session.get,1,1,1,Database Management
Python::src.common.connection.CockroachConnectionPool.acquire,Python,src.common.connection.CockroachConnectionPool.acquire,1,1,1,Database Management
Python::src.common.connection.CockroachConnectionPool.fetch,Python,src.common.connection.CockroachConnectionPool.fetch,1,1,1,Database Management
Python::src.common.connection.CockroachConnectionPool.get_connection_pool,Python,src.common.connection.CockroachConnectionPool.get_connection_pool,2,1,2,Database Management
Python::src.components.info_retrival.Pokemon.fetch_basic_info,Python,src.components.info_retrival.Pokemon.fetch_basic_info,1,1,1,Specialized Domain Data Services
Python::src.deep_search_lightning.WebEnhancedLLM,Python,src.deep_search_lightning.WebEnhancedLLM,1,1,1,AI and Machine Learning Services
Python::src.deep_search_lightning.WebEnhancedLLM.search_with_context,Python,src.deep_search_lightning.WebEnhancedLLM.search_with_context,1,1,1,AI and Machine Learning Services
Python::src.kali_mcps.base.kali_command.CommandRunner.StringsCommand,Python,src.kali_mcps.base.kali_command.CommandRunner.StringsCommand,1,1,1,System Command Execution
Python::src.kali_mcps.base.kali_command.CommandRunner.__init__,Python,src.kali_mcps.base.kali_command.CommandRunner.__init__,2,1,2,System Command Execution
Python::src.kali_mcps.base.kali_command.CommandRunner.execute,Python,src.kali_mcps.base.kali_command.CommandRunner.execute,2,1,2,System Command Execution
Python::src.kali_mcps.base.kali_command.StringsCommand,Python,src.kali_mcps.base.kali_command.StringsCommand,1,1,1,System Command Execution
Python::src.onvif_device_manage.OnvifClient,Python,src.onvif_device_manage.OnvifClient,1,1,1,Cloud Infrastructure Management
Python::src.runtime.device_manager.get_device_details,Python,src.runtime.device_manager.get_device_details,1,1,1,System Command Execution
Python::src.runtime.network_manager.get_network_details,Python,src.runtime.network_manager.get_network_details,1,1,1,System Command Execution
Python::src.runtime.vpn_manager.get_vpn_client_details,Python,src.runtime.vpn_manager.get_vpn_client_details,1,1,1,System Command Execution
Python::src.taiga_client.TaigaClientWrapper,Python,src.taiga_client.TaigaClientWrapper,1,1,1,Project Management Services
Python::src.tools.entity.get_data_model_definition,Python,src.tools.entity.get_data_model_definition,1,1,1,Cloud Infrastructure Management
Python::src.tools.relation.create_relationships,Python,src.tools.relation.create_relationships,1,1,1,Cloud Infrastructure Management
Python::src.tools.system.list_capabilities,Python,src.tools.system.list_capabilities,2,2,2,System Command Execution
Python::src.utils.get_terminal_commands_output,Python,src.utils.get_terminal_commands_output,2,1,2,System Command Execution
Python::src.utils.minio.upload_to_minio,Python,src.utils.minio.upload_to_minio,1,1,1,Cloud Infrastructure Management
Python::ssh_utils.execute_command_on_server,Python,ssh_utils.execute_command_on_server,1,1,1,System Command Execution
Python::stdin.write,Python,stdin.write,1,1,1,System Command Execution
Python::stop,Python,stop,1,1,1,System Command Execution
Python::stream.stop,Python,stream.stop,1,1,1,System Command Execution
Python::student_database.StudentDatabaseModule.execute_query,Python,student_database.StudentDatabaseModule.execute_query,1,1,1,Database Management
Python::subprocess.Popen,Python,subprocess.Popen,18,8,18,System Command Execution
Python::subprocess.Popen.communicate,Python,subprocess.Popen.communicate,34,12,34,System Command Execution
Python::subprocess.Popen.poll,Python,subprocess.Popen.poll,3,2,3,System Command Execution
Python::subprocess.Popen.stdout,Python,subprocess.Popen.stdout,9,5,9,System Command Execution
Python::subprocess.call,Python,subprocess.call,2,2,2,System Command Execution
Python::subprocess.check_output,Python,subprocess.check_output,10,6,10,System Command Execution
Python::subprocess.communicate,Python,subprocess.communicate,8,4,8,System Command Execution
Python::subprocess.create_time,Python,subprocess.create_time,2,1,2,System Command Execution
Python::subprocess.execute_os_command,Python,subprocess.execute_os_command,1,1,1,System Command Execution
Python::subprocess.execute_supabase_command,Python,subprocess.execute_supabase_command,3,1,3,System Command Execution
Python::subprocess.poll,Python,subprocess.poll,1,1,1,System Command Execution
Python::subprocess.run,Python,subprocess.run,303,75,303,System Command Execution
Python::subprocess.run_applescript,Python,subprocess.run_applescript,6,2,6,System Command Execution
Python::subprocess.run_command,Python,subprocess.run_command,9,2,9,System Command Execution
Python::subprocess.run_hyprctl_command,Python,subprocess.run_hyprctl_command,2,1,2,System Command Execution
